response,annotator1_score,annotator2_score,annotator3_score,empathy_score
لحظاتی در زندگی وجود دارد که ممکن است احساساتی را تجربه کنیم که به آنها افتخار نمی کنیم ، اما این خوب است ، تا زمانی که آماده یادگیری از آنها باشیم.آیا می گویید که اخیراً هیچ یک از احساسات زیر را احساس کرده اید:,2,2,2,2
در اینجا برخی از پیشنهادات پروتکل که امروز می توانید امتحان کنید.من می خواهم پروتکل مورد نظر خود را انتخاب کنید.,1,2,2,2
آیا دیدگاه های کسانی را که در گذشته با آنها صحبت کرده اید کاملاً در نظر گرفته اید؟,0,0,1,0
آیا نگران این هستید که ممکن است این احساسات عصبانیت را بر روی کسی بیرون بیاورید ، سعی کنید آنها را کنترل کنید؟,1,2,2,2
آیا این اتفاق اخیراً رخ داده است یا مدتها پیش؟,0,0,0,0
آیا می توانید با اطمینان بگویید که همیشه می توانید دیدگاه های دیگران را در نظر بگیرید؟,1,0,0,0
"اکنون که شخصی را که می خواهید امتحان کنید انتخاب کرده اید ، کاملاً از طریق آن بروید.وقتی آماده هستید ، ""ادامه"" را انتخاب کنید.",0,1,0,0
آیا می گویید که در رابطه با مشکلات با دوستان یا خانواده خود مشکل دارید؟,1,0,1,1
آیا در حال حاضر با افراد دیگر لحظات ظریف و دشوار را پشت سر می گذارید؟,1,0,0,0
آیا این رویداد اخیراً اتفاق افتاده است یا مدتی برگشت؟,0,0,1,0
الان شما چه احساسی دارید؟امیدوارم که برای شما فایده داشته باشد.,2,1,2,2
آیا فکر می کنید وقتی چیزی در زندگی شما اشتباه پیش می رود ، همیشه تقصیر شماست؟,0,0,1,0
آیا آنچه را که در زندگی خود اتفاق می افتد گرفته اید و از دیدگاه های مختلف به آن نگاه می کنید؟,0,1,0,0
متاسفم که این را شنیدمآیا اتفاقی افتاده است که شما را چنین احساسی کرده است؟,1,1,2,1
آیا تا به حال توصیه یا دیدگاه جدیدی را که در زندگی خود به شما ارائه شده است ، انجام داده اید؟,1,0,0,0
من می خواهم که شما برای یک ثانیه مکث کنید و در نظر بگیرید که آیا همیشه وقتی چیزی اشتباه پیش می رود ، خود را سرزنش می کنید؟,1,0,1,1
آیا دوست دارید کنترل کنید؟,0,0,0,0
آیا این احساسات ناشی از یک واقعه اخیر است یا به دلیل یک واقعه دورتر ، قبلاً اینگونه احساس کرده اید؟,0,1,1,1
خیلی ممنون از ورودی شمابرای من به نظر می رسد که شما در حال حاضر احساس می کنید} ، آیا این صدا دقیق به نظر می رسد؟,1,2,2,2
آیا ممکن است ، شاید این باشد که شما نوعی رفتار کنترل کننده را نشان می دهید؟,1,2,1,1
آیا احساس بهتری دارید ، یا در واقع باعث شده است که احساس بدتر کنید؟,2,0,1,1
خوب استآیا دوست دارید پروتکل دیگری را امتحان کنید؟,0,1,1,1
من می فهمم که شما احساس کم شدن می کنید ، و از شنیدن آن متاسفم.من می خواهم با پرسیدن برخی از سؤالات پیگیری ، بهتر بفهمم چه اتفاقی افتاده است.,1,2,2,2
آیا در زندگی شخصی شما اتفاق می افتد که باعث می شود شما اینگونه احساس کنید؟,0,1,1,1
این کاملاً طبیعی است که احساس کنید چه احساسی دارید ، من می فهمم و می خواهم کمک کنم.فکر می کنید این امر به دلیل هر چیز خاصی ایجاد شده است؟,2,2,2,2
ممنون که به آن پاسخ دادیدآیا شخص دیگری را به خاطر احساسات منفی که الان احساس می کنید سرزنش می کنید؟,1,2,2,2
آیا احساس می کنید یا اعتقاد دارید که افراد دیگر ممکن است به شما آسیب رسانده باشند؟,1,0,1,1
با تشکر ، من از همکاری شما قدردانی می کنم.به زودی میبینمت!,1,2,2,2
آیا می توانید بعد از انجام پروتکل ، اکنون چه احساسی داشته باشید؟,0,1,1,1
آیا روحیه شما ناشی از هر چیز خاصی است؟,0,0,1,0
از اینکه به من اعتماد کردید و احساس خود را به اشتراک گذاشتید متشکرم.اگر من به درستی درک کنم ، شما در حال حاضر احساس می کنید} ، آیا می گویید که این درست است؟,2,2,2,2
شنیدن این فوق العاده است.آیا دوست دارید پروتکل را امتحان کنید؟,1,2,2,2
آیا احساس نیاز به کنترل کسی را دارید؟,1,0,0,0
از همکاری شما و شرکت در این جلسه متشکریم.بی صبرانه منتظر دیدن شما هستم.,1,1,0,1
آیا همیشه احساس می کنید که باید دیگران را قبل از خود قرار دهید؟,0,0,1,0
خیلی ممنون که در این جلسه شرکت کردید ، من واقعاً از وقت شما و ورودی متفکرانه ای که ارائه داده اید قدردانی می کنم و امیدوارم که جلسه برای شما استفاده کند.من مشتاقانه منتظر دیدن شما به زودی دوباره هستم ، مراقبت کنید.,2,2,2,2
من اینجا با تو هستم.چه زمانی این اتفاق افتاد ، اخیراً یا در گذشته های دورتر؟,1,2,2,2
به منظور کمک به شما ، آیا می توانید نشان دهید که آیا هر یک از احساسات زیر را نسبت به شخص دیگری احساس کرده اید:,0,1,2,1
وقتی اتفاقی می افتد که شما را عصبانی می کند ، آیا هرگز سعی می کنید به کفش شخص دیگر بروید؟,0,1,1,1
امروز بسیار مثبت است که شما را بسیار مثبت می بینم.آیا می توانم پروتکل مناسب برای روحیه فعلی شما را توصیه کنم؟,1,2,2,2
فکر می کنید ممکن است بیش از حد درگیر شوید ، سعی می کنید کسی را کنترل کنید که لازم نیست؟,1,2,2,2
آیا سعی کرده اید با تلاش برای پروتکل 11 به آن رویداد فکر کنید ، و اگر چنین بود ، آیا این احساسات دشوار را به وجود آورد؟,2,1,1,1
متشکرم که در این جلسه به من اعتماد کردید.لطفاً هر وقت احساس می کنید بیشتر صحبت کنید برگردید.,1,2,2,2
من می فهمم که ممکن است احساس اضطراب کنید ، اگر می توانستید جزئیات بیشتری به من بدهید ، می خواهم به شما کمک کنم.آیا فکر می کنید این می تواند با هر رویداد خاص مرتبط باشد؟,2,2,2,2
آیا می گویید که تمایل دارید دیگران را به خاطر هر چیزی که اشتباه می کند سرزنش کنید؟,1,0,1,1
